Human Ensembl,Mouse Ensembl,Mouse Gene,Mouse Uniprot,Human Gene,Human Uniprot
ENSG00000108848,ENSMUSG00000020863,Luc7l3,Q5SUF2,LUC7L3,O95232
ENSG00000108849,ENSMUSG00000017316,Ppy,P10601,PPY,P01298
ENSG00000108852,ENSMUSG00000017314,Mpp2,Q9WV34,MPP2,Q14168
ENSG00000108854,ENSMUSG00000018363,Smurf2,A2A5Z6,SMURF2,Q9HAU4
ENSG00000108878,ENSMUSG00000020722,Cacng1,O70578,CACNG1,Q06432
ENSG00000108883,ENSMUSG00000020929,Eftud2,O08810,EFTUD2,Q15029
ENSG00000108924,ENSMUSG00000003949,Hlf,Q8BW74,HLF,Q16534
ENSG00000108932,ENSMUSG00000041920,Slc16a6,B1AT66,SLC16A6,O15403
ENSG00000108946,ENSMUSG00000020612,Prkar1a,Q9DBC7,PRKAR1A,P10644
ENSG00000108947,ENSMUSG00000003934,Efnb3,O35393,EFNB3,Q15768
ENSG00000108950,ENSMUSG00000020614,Fam20a,Q8CID3,FAM20A,Q96MK3
ENSG00000108953,ENSMUSG00000020849,Ywhae,P62259,YWHAE,P62258
ENSG00000108960,ENSMUSG00000003948,Mmd,Q9CQY7,MMD,Q15546
ENSG00000108961,ENSMUSG00000032892,Rangrf,Q9JIB0,RANGRF,Q9HD47
ENSG00000108963,ENSMUSG00000078789,Dph1,Q5NCQ5,DPH1,Q9BZG8
ENSG00000108984,ENSMUSG00000020623,Map2k6,P70236,MAP2K6,P52564
ENSG00000109016,ENSMUSG00000042569,Dhrs7b,Q99J47,DHRS7B,Q6IAN0
ENSG00000109046,ENSMUSG00000017677,Wsb1,O54927,WSB1,Q9Y6I7
ENSG00000109047,ENSMUSG00000020907,Rcvrn,P34057,RCVRN,P35243
ENSG00000109061,ENSMUSG00000056328,Myh1,Q5SX40,MYH1,P12882
ENSG00000109062,ENSMUSG00000020733,Nherf1,P70441,NHERF1,O14745
ENSG00000109063,ENSMUSG00000020908,Myh3,P13541,MYH3,P11055
ENSG00000109065,ENSMUSG00000015542,Nat9,Q3UG98,NAT9,Q9BTE0
ENSG00000109066,ENSMUSG00000045980,Tmem104,Q3TB48,TMEM104,Q8NE00
ENSG00000109072,ENSMUSG00000017344,Vtn,P29788,VTN,P04004
ENSG00000109079,ENSMUSG00000017615,Tnfaip1,O70479,TNFAIP1,Q13829
ENSG00000109083,ENSMUSG00000001105,Ift20,Q61025,IFT20,Q8IY31
ENSG00000109084,ENSMUSG00000037278,Tmem97,Q8VD00,TMEM97,Q5BJF2
ENSG00000109089,ENSMUSG00000050910,Cdr2l,A2A6T1,CDR2L,Q86X02
ENSG00000109101,ENSMUSG00000002057,Foxn1,Q61575,FOXN1,O15353
ENSG00000109103,ENSMUSG00000002058,Unc119,Q9Z2R6,UNC119,Q13432
ENSG00000109107,ENSMUSG00000017390,Aldoc,P05063,ALDOC,P09972
ENSG00000109111,ENSMUSG00000002052,Supt6,Q62383,SUPT6H,Q7KZ85
ENSG00000109118,ENSMUSG00000037791,Phf12,Q5SPL2,PHF12,Q96QT6
ENSG00000109132,ENSMUSG00000012520,Phox2b,O35690,PHOX2B,Q99453
ENSG00000109133,ENSMUSG00000037720,Tmem33,Q9CR67,TMEM33,P57088
ENSG00000109158,ENSMUSG00000029211,Gabra4,Q9D6F4,GABRA4,P48169
ENSG00000109163,ENSMUSG00000029255,Gnrhr,Q01776,GNRHR,P30968
ENSG00000109171,ENSMUSG00000036087,Slain2,Q8CI08,SLAIN2,Q9P270
ENSG00000109180,ENSMUSG00000029152,Ociad1,Q9CRD0,OCIAD1,Q9NX40
ENSG00000109182,ENSMUSG00000029154,Cwh43,Q91YL7,CWH43,Q9H720
ENSG00000109184,ENSMUSG00000051674,Dcun1d4,Q8CCA0,DCUN1D4,Q92564
ENSG00000109189,ENSMUSG00000054814,Usp46,P62069,USP46,P62068
ENSG00000109205,ENSMUSG00000009580,Odam,A1E960,ODAM,A1E959
ENSG00000109220,ENSMUSG00000029229,Chic2,Q9D9G3,CHIC2,Q9UKJ5
ENSG00000109255,ENSMUSG00000029236,Nmu,Q9QXK8,NMU,P48645
ENSG00000109265,ENSMUSG00000036377,Cracd,Q5PR69,CRACD,Q6ZU35
ENSG00000109270,ENSMUSG00000091512,Lamtor3,O88653,LAMTOR3,Q9UHA4
ENSG00000109320,ENSMUSG00000028163,Nfkb1,P25799,NFKB1,P19838
ENSG00000109321,ENSMUSG00000029378,Areg,P31955,AREG,P15514
ENSG00000109381,ENSMUSG00000037174,Elf2,Q9JHC9,ELF2,Q15723
ENSG00000109390,ENSMUSG00000037152,Ndufc1,Q9CQY9,NDUFC1,O43677
ENSG00000109424,ENSMUSG00000031710,Ucp1,P12242,UCP1,P25874
ENSG00000109436,ENSMUSG00000031709,Tbc1d9,Q3UYK3,TBC1D9,Q6ZT07
ENSG00000109445,ENSMUSG00000031711,Zfp330,Q922H9,ZNF330,Q9Y3S2
ENSG00000109452,ENSMUSG00000037940,Inpp4b,Q6P1Y8,INPP4B,O15327
ENSG00000109458,ENSMUSG00000031714,Gab1,Q9QYY0,GAB1,Q13480
ENSG00000109466,ENSMUSG00000031605,Klhl2,Q8JZP3,KLHL2,O95198
ENSG00000109471,ENSMUSG00000027720,Il2,P04351,IL2,P60568
ENSG00000109472,ENSMUSG00000037852,Cpe,Q00493,CPE,P16870
ENSG00000109475,ENSMUSG00000062006,Rpl34,Q9D1R9,RPL34,P49207
ENSG00000109501,ENSMUSG00000039474,Wfs1,P56695,WFS1,O76024
ENSG00000109511,ENSMUSG00000031635,Anxa10,Q9QZ10,ANXA10,Q9UJ72
ENSG00000109519,ENSMUSG00000029198,Grpel1,Q99LP6,GRPEL1,Q9HAV7
ENSG00000109534,ENSMUSG00000028010,Gar1,Q9CY66,GAR1,Q9NY12
ENSG00000109536,ENSMUSG00000031590,Frg1,P97376,FRG1,Q14331
ENSG00000109572,ENSMUSG00000004319,Clcn3,P51791,CLCN3,P51790
ENSG00000109576,ENSMUSG00000057228,Aadat,Q9WVM8,AADAT,Q8N5Z0
ENSG00000109586,ENSMUSG00000031608,Galnt7,Q80VA0,GALNT7,Q86SF2
ENSG00000109606,ENSMUSG00000029169,Dhx15,O35286,DHX15,O43143
ENSG00000109610,ENSMUSG00000072941,Sod3,O09164,SOD3,P08294
ENSG00000109618,ENSMUSG00000029173,Sepsecs,Q6P6M7,SEPSECS,Q9HD40
ENSG00000109625,ENSMUSG00000036596,Cpz,Q8R4V4,CPZ,Q66K79
ENSG00000109654,ENSMUSG00000027993,Trim2,Q9ESN6,TRIM2,Q9C040
ENSG00000109667,ENSMUSG00000005107,Slc2a9,Q3T9X0,SLC2A9,Q9NRM0
ENSG00000109670,ENSMUSG00000028086,Fbxw7,Q8VBV4,FBXW7,Q969H0
ENSG00000109674,ENSMUSG00000039396,Neil3,Q8K203,NEIL3,Q8TAT5
ENSG00000109684,ENSMUSG00000039315,Clnk,Q9QZE2,CLNK,Q7Z7G1
ENSG00000109685,ENSMUSG00000057406,Nsd2,Q8BVE8,NSD2,O96028
ENSG00000109686,ENSMUSG00000028082,Sh3d19,Q91X43,SH3D19,Q5HYK7
ENSG00000109689,ENSMUSG00000039156,Stim2,P83093,STIM2,Q9P246
ENSG00000109705,ENSMUSG00000049691,Nkx3-2,P97503,NKX3-2,P78367
ENSG00000109736,ENSMUSG00000001082,Mfsd10,Q9D2V8,MFSD10,Q14728
ENSG00000109738,ENSMUSG00000028020,Glrb,P48168,GLRB,P48167
ENSG00000109756,ENSMUSG00000062232,Rapgef2,Q8CHG7,RAPGEF2,Q9Y4G8
ENSG00000109758,ENSMUSG00000029102,Hgfac,Q9R098,HGFAC,Q04756
ENSG00000109762,ENSMUSG00000038291,Snx25,Q3ZT31,SNX25,Q9H3E2
ENSG00000109771,ENSMUSG00000031637,Lrp2bp,Q9D4C6,LRP2BP,Q9P2M1
ENSG00000109775,ENSMUSG00000031634,Ufsp2,Q99K23,UFSP2,Q9NUQ7
ENSG00000109787,ENSMUSG00000029178,Klf3,Q60980,KLF3,P57682
ENSG00000109794,ENSMUSG00000070044,Fam149a,Q8CFV2,FAM149A,A5PLN7
ENSG00000109814,ENSMUSG00000029201,Ugdh,O70475,UGDH,O60701
ENSG00000109819,ENSMUSG00000029167,Ppargc1a,O70343,PPARGC1A,Q9UBK2
ENSG00000109832,ENSMUSG00000032101,Ddx25,Q9QY15,DDX25,Q9UHL0
ENSG00000109846,ENSMUSG00000032060,Cryab,P23927,CRYAB,P02511
ENSG00000109851,ENSMUSG00000030507,Dbx1,P52950,DBX1,A6NMT0
ENSG00000109854,ENSMUSG00000039745,Htatip2,Q9Z2G9,HTATIP2,Q9BUP3
ENSG00000109861,ENSMUSG00000030560,Ctsc,P97821,CTSC,P53634
ENSG00000109881,ENSMUSG00000027160,Ccdc34,Q3UI66,CCDC34,Q96HJ3
ENSG00000109911,ENSMUSG00000027167,Elp4,Q9ER73,ELP4,Q96EB1
ENSG00000109917,ENSMUSG00000032078,Zpr1,Q62384,ZPR1,O75312
ENSG00000109919,ENSMUSG00000027282,Mtch2,Q791V5,MTCH2,Q9Y6C9
ENSG00000109927,ENSMUSG00000037705,Tecta,O08523,TECTA,O75443
ENSG00000109929,ENSMUSG00000032018,Sc5d,O88822,SC5D,O75845
ENSG00000109943,ENSMUSG00000032021,Crtam,Q149L7,CRTAM,O95727
ENSG00000109944,ENSMUSG00000032023,Jhy,E9Q793,JHY,Q6NUN7
ENSG00000109956,ENSMUSG00000045994,B3gat1,Q9CW73,B3GAT1,Q9P2W7
ENSG00000109971,ENSMUSG00000015656,Hspa8,P63017,HSPA8,P11142
ENSG00000109991,ENSMUSG00000027071,P2rx3,Q3UR32,P2RX3,P56373
ENSG00000110002,ENSMUSG00000023186,Vwa5a,Q99KC8,VWA5A,O00534
ENSG00000110011,ENSMUSG00000024963,Dnajc4,Q9D844,DNAJC4,Q9NNZ3
ENSG00000110013,ENSMUSG00000001942,Siae,P70665,SIAE,Q9HAT2
ENSG00000110025,ENSMUSG00000024787,Snx15,Q91WE1,SNX15,Q9NRS6
ENSG00000110031,ENSMUSG00000024696,Lpxn,Q99N69,LPXN,O60711
ENSG00000110042,ENSMUSG00000039982,Dtx4,Q6PDK8,DTX4,Q9Y2E6
ENSG00000110046,ENSMUSG00000024773,Atg2a,Q6P4T0,ATG2A,Q2TAZ0
ENSG00000110047,ENSMUSG00000024772,Ehd1,Q9WVK4,EHD1,Q9H4M9
ENSG00000110048,ENSMUSG00000024687,Osbp,Q3B7Z2,OSBP,P22059
ENSG00000110057,ENSMUSG00000036908,Unc93b1,Q8VCW4,UNC93B1,Q9H1C4
ENSG00000110060,ENSMUSG00000032103,Pus3,Q9JI38,PUS3,Q9BZE2
ENSG00000110063,ENSMUSG00000032040,Dcps,Q9DAR7,DCPS,Q96C86
ENSG00000110066,ENSMUSG00000045098,Kmt5b,Q3U8K7,KMT5B,Q4FZB7
ENSG00000110074,ENSMUSG00000039048,Foxred1,Q3TQB2,FOXRED1,Q96CU9
ENSG00000110075,ENSMUSG00000024908,Ppp6r3,Q922D4,PPP6R3,Q5H9R7
ENSG00000110076,ENSMUSG00000033768,Nrxn2,E9Q7X7,NRXN2,P58401
ENSG00000110076,ENSMUSG00000033768,Nrxn2,E9Q7X7,NRXN2,Q9P2S2
ENSG00000110076,ENSMUSG00000033768,Nrxn2,E9PUN2,NRXN2,P58401
ENSG00000110076,ENSMUSG00000033768,Nrxn2,E9PUN2,NRXN2,Q9P2S2
ENSG00000110077,ENSMUSG00000024677,Ms4a6b,Q99N09,MS4A6A,Q9H2W1
ENSG00000110077,ENSMUSG00000079419,Ms4a6c,Q99N08,MS4A6A,Q9H2W1
ENSG00000110079,ENSMUSG00000024678,Ms4a4d,Q99N05,MS4A4A,Q96JQ5
ENSG00000110080,ENSMUSG00000032038,St3gal4,Q91Y74,ST3GAL4,Q11206
ENSG00000110090,ENSMUSG00000024900,Cpt1a,P97742,CPT1A,P50416
ENSG00000110092,ENSMUSG00000070348,Ccnd1,P25322,CCND1,P24385
ENSG00000110104,ENSMUSG00000024732,Ccdc86,Q9JJ89,CCDC86,Q9H6F5
ENSG00000110107,ENSMUSG00000024735,Prpf19,Q99KP6,PRPF19,Q9UMS4
ENSG00000110108,ENSMUSG00000034659,Tmem109,Q3UBX0,TMEM109,Q9BVC6
ENSG00000110148,ENSMUSG00000030898,Cckbr,P56481,CCKBR,P32239
ENSG00000110169,ENSMUSG00000030895,Hpx,Q91X72,HPX,P02790
ENSG00000110171,ENSMUSG00000036989,Trim3,Q9R1R2,TRIM3,O75382
ENSG00000110172,ENSMUSG00000001774,Chordc1,Q9D1P4,CHORDC1,Q9UHD1
ENSG00000110195,ENSMUSG00000001827,Folr1,P35846,FOLR1,P15328
ENSG00000110218,ENSMUSG00000031934,Panx1,Q9JIP4,PANX1,Q96RD7
ENSG00000110237,ENSMUSG00000032875,Arhgef17,Q80U35,ARHGEF17,Q96PE2
ENSG00000110243,ENSMUSG00000032079,Apoa5,Q8C7G5,APOA5,Q6Q788
ENSG00000110244,ENSMUSG00000032080,Apoa4,P06728,APOA4,P06727
ENSG00000110315,ENSMUSG00000030788,Rnf141,Q99MB7,RNF141,Q8WVD5
ENSG00000110318,ENSMUSG00000040729,Cep126,Q0VBV7,CEP126,Q9P2H0
ENSG00000110324,ENSMUSG00000032089,Il10ra,Q61727,IL10RA,Q13651
ENSG00000110328,ENSMUSG00000038296,Galnt18,Q8K1B9,GALNT18,Q6P9A2
ENSG00000110330,ENSMUSG00000057367,Birc2,Q62210,BIRC2,Q13490
ENSG00000110344,ENSMUSG00000059890,Ube4a,E9Q735,UBE4A,Q14139
ENSG00000110367,ENSMUSG00000032097,Ddx6,P54823,DDX6,P26196
ENSG00000110395,ENSMUSG00000034342,Cbl,P22682,CBL,P22681
ENSG00000110400,ENSMUSG00000032012,Nectin1,Q9JKF6,NECTIN1,Q15223
ENSG00000110422,ENSMUSG00000027177,Hipk3,Q9ERH7,HIPK3,Q9H422
ENSG00000110429,ENSMUSG00000027180,Fbxo3,Q9DC63,FBXO3,Q9UK99
ENSG00000110435,ENSMUSG00000010914,Pdhx,Q8BKZ9,PDHX,O00330
ENSG00000110436,ENSMUSG00000005089,Slc1a2,P43006,SLC1A2,P43004
ENSG00000110442,ENSMUSG00000027163,Commd9,Q8K2Q0,COMMD9,Q9P000
ENSG00000110446,ENSMUSG00000024737,Slc15a3,Q8BPX9,SLC15A3,Q8IY34
ENSG00000110448,ENSMUSG00000024669,Cd5,P13379,CD5,P06127
ENSG00000110455,ENSMUSG00000040272,Accs,A2AIG8,ACCS,Q96QU6
ENSG00000110492,ENSMUSG00000027239,Mdk,P12025,MDK,P21741
ENSG00000110497,ENSMUSG00000040506,Ambra1,A2AH22,AMBRA1,Q9C0C7
ENSG00000110536,ENSMUSG00000063235,Ptpmt1,Q66GT5,PTPMT1,Q8WUK0
ENSG00000110583,ENSMUSG00000024764,Naa40,Q8VE10,NAA40,Q86UY6
ENSG00000110619,ENSMUSG00000010755,Cars1,Q9ER72,CARS1,P49589
ENSG00000110651,ENSMUSG00000037706,Cd81,P35762,CD81,P60033
ENSG00000110660,ENSMUSG00000042195,Slc35f2,Q7TML3,SLC35F2,Q8IXU6
ENSG00000110675,ENSMUSG00000041986,Elmod1,Q3V1U8,ELMOD1,Q8N336
ENSG00000110680,ENSMUSG00000030669,Calca,Q99JA0,CALCA,P06881
ENSG00000110680,ENSMUSG00000030669,Calca,Q99JA0,CALCA,P01258
ENSG00000110680,ENSMUSG00000030669,Calca,P70160,CALCA,P06881
ENSG00000110680,ENSMUSG00000030669,Calca,P70160,CALCA,P01258
ENSG00000110693,ENSMUSG00000051910,Sox6,P40645,SOX6,P35712
ENSG00000110696,ENSMUSG00000030663,1110004F10Rik,Q9R0P4,C11orf58,O00193
ENSG00000110697,ENSMUSG00000024851,Pitpnm1,O35954,PITPNM1,O00562
ENSG00000110700,ENSMUSG00000090862,Rps13,P62301,RPS13,P62277
ENSG00000110711,ENSMUSG00000024847,Aip,O08915,AIP,O00170
ENSG00000110717,ENSMUSG00000059734,Ndufs8,Q8K3J1,NDUFS8,O00217
ENSG00000110721,ENSMUSG00000024843,Chka,O54804,CHKA,P35790
ENSG00000110723,ENSMUSG00000034584,Exph5,Q0VAV2,EXPH5,Q8NEV8
ENSG00000110756,ENSMUSG00000014418,Hps5,P59438,HPS5,Q9UPZ3
ENSG00000110777,ENSMUSG00000032053,Pou2af1,Q64693,POU2AF1,Q16633
ENSG00000110786,ENSMUSG00000030854,Ptpn5,P54830,PTPN5,P54829
ENSG00000110801,ENSMUSG00000029440,Psmd9,Q9CR00,PSMD9,O00233
ENSG00000110811,ENSMUSG00000023191,P3h3,Q8CG70,P3H3,Q8IVL6
ENSG00000110841,ENSMUSG00000016487,Ppfibp1,Q8C8U0,PPFIBP1,Q86W92
ENSG00000110848,ENSMUSG00000030156,Cd69,P37217,CD69,Q07108
ENSG00000110851,ENSMUSG00000035529,Prdm4,Q80V63,PRDM4,Q9UKN5
ENSG00000110871,ENSMUSG00000041733,Coq5,Q9CXI0,COQ5,Q5HYK3
ENSG00000110880,ENSMUSG00000004530,Coro1c,Q9WUM4,CORO1C,Q9ULV4
ENSG00000110881,ENSMUSG00000023017,Asic1,Q6NXK8,ASIC1,P78348
ENSG00000110888,ENSMUSG00000030309,Caprin2,Q05A80,CAPRIN2,Q6IMN6
ENSG00000110900,ENSMUSG00000030351,Tspan11,Q9D1D1,TSPAN11,A1L157
ENSG00000110906,ENSMUSG00000001098,Kctd10,Q922M3,KCTD10,Q9H3F6
ENSG00000110911,ENSMUSG00000023030,Slc11a2,P49282,SLC11A2,P49281
ENSG00000110917,ENSMUSG00000048578,Mlec,Q6ZQI3,MLEC,Q14165
ENSG00000110921,ENSMUSG00000041939,Mvk,Q9R008,MVK,Q03426
ENSG00000110925,ENSMUSG00000044636,Csrnp2,Q8BGQ2,CSRNP2,Q9H175
ENSG00000110931,ENSMUSG00000029471,Camkk2,Q8C078,CAMKK2,Q96RR4
ENSG00000110944,ENSMUSG00000025383,Il23a,Q9EQ14,IL23A,Q9NPF7
ENSG00000110955,ENSMUSG00000025393,Atp5f1b,P56480,ATP5F1B,P06576
ENSG00000110958,ENSMUSG00000071072,Ptges3,Q9R0Q7,PTGES3,Q15185
ENSG00000110975,ENSMUSG00000063260,Syt10,Q9R0N4,SYT10,Q6XYQ8
ENSG00000110987,ENSMUSG00000029438,Bcl7a,Q9CXE2,BCL7A,Q4VC05
ENSG00000111011,ENSMUSG00000029422,Rsrc2,A2RTL5,RSRC2,Q7L4I2
ENSG00000111012,ENSMUSG00000006724,Cyp27b1,O35084,CYP27B1,O15528
ENSG00000111046,ENSMUSG00000035923,Myf6,P15375,MYF6,P23409
ENSG00000111049,ENSMUSG00000000435,Myf5,P24699,MYF5,P13349
ENSG00000111052,ENSMUSG00000019906,Lin7a,Q8JZS0,LIN7A,O14910
ENSG00000111057,ENSMUSG00000023043,Krt18,P05784,KRT18,P05783
ENSG00000111058,ENSMUSG00000035948,Acss3,Q14DH7,ACSS3,Q9H6R3
ENSG00000111077,ENSMUSG00000037003,Tns2,Q8CGB6,TNS2,Q63HR2
ENSG00000111087,ENSMUSG00000025407,Gli1,P47806,GLI1,P08151
ENSG00000111110,ENSMUSG00000034613,Ppm1h,Q3UYC0,PPM1H,Q9ULR3
ENSG00000111142,ENSMUSG00000036112,Metap2,O08663,METAP2,P50579
ENSG00000111144,ENSMUSG00000015889,Lta4h,P24527,LTA4H,P09960
ENSG00000111145,ENSMUSG00000008398,Elk3,P41971,ELK3,P41970
ENSG00000111186,ENSMUSG00000030170,Wnt5b,P22726,WNT5B,Q9H1J7
ENSG00000111199,ENSMUSG00000014158,Trpv4,Q9EPK8,TRPV4,Q9HBA0
ENSG00000111203,ENSMUSG00000001518,Itfg2,Q91WI7,ITFG2,Q969R8
ENSG00000111218,ENSMUSG00000030350,Prmt8,Q6PAK3,PRMT8,Q9NR22
ENSG00000111224,ENSMUSG00000037997,Parp11,Q8CFF0,PARP11,Q9NR21
ENSG00000111229,ENSMUSG00000029465,Arpc3,Q9JM76,ARPC3,O15145
ENSG00000111231,ENSMUSG00000029464,Gpn3,Q9D3W4,GPN3,Q9UHW5
ENSG00000111237,ENSMUSG00000029462,Vps29,Q9QZ88,VPS29,Q9UBQ0
ENSG00000111241,ENSMUSG00000000183,Fgf6,P21658,FGF6,P10767
ENSG00000111245,ENSMUSG00000013936,Myl2,P51667,MYL2,P10916
ENSG00000111249,ENSMUSG00000042589,Cux2,P70298,CUX2,O14529
ENSG00000111252,ENSMUSG00000042594,Sh2b3,O09039,SH2B3,Q9UQQ2
ENSG00000111254,ENSMUSG00000030344,Akap3,O88987,AKAP3,O75969
ENSG00000111261,ENSMUSG00000032718,Mansc1,Q9CR33,MANSC1,Q9H8J5
ENSG00000111262,ENSMUSG00000047976,Kcna1,P16388,KCNA1,Q09470
ENSG00000111271,ENSMUSG00000029456,Acad10,Q8K370,ACAD10,Q6JQN1
ENSG00000111275,ENSMUSG00000029455,Aldh2,P47738,ALDH2,P05091
ENSG00000111276,ENSMUSG00000003031,Cdkn1b,P46414,CDKN1B,P46527
ENSG00000111291,ENSMUSG00000030205,Gprc5d,Q9JIL6,GPRC5D,Q9NZD1
ENSG00000111300,ENSMUSG00000042719,Naa25,Q8BWZ3,NAA25,Q14CX7
ENSG00000111305,ENSMUSG00000030206,Gsg1,Q8R1W2,GSG1,Q2KHT4
ENSG00000111319,ENSMUSG00000030340,Scnn1a,Q61180,SCNN1A,P37088
ENSG00000111321,ENSMUSG00000030339,Ltbr,P50284,LTBR,P36941
ENSG00000111325,ENSMUSG00000023707,Ogfod2,Q9CQ04,OGFOD2,Q6N063
ENSG00000111328,ENSMUSG00000029394,Cdk2ap1,O35207,CDK2AP1,O14519
ENSG00000111331,ENSMUSG00000032661,Oas3,Q8VI93,OAS3,Q9Y6K5
ENSG00000111335,ENSMUSG00000032690,Oas2,E9Q9A9,OAS2,P29728
ENSG00000111339,ENSMUSG00000030217,Art4,Q9CRA0,ART4,Q93070
ENSG00000111341,ENSMUSG00000030218,Mgp,P19788,MGP,P08493
ENSG00000111344,ENSMUSG00000029602,Rasal1,Q9Z268,RASAL1,O95294
ENSG00000111348,ENSMUSG00000030220,Arhgdib,Q61599,ARHGDIB,P52566
ENSG00000111358,ENSMUSG00000029387,Gtf2h3,Q8VD76,GTF2H3,Q13889
ENSG00000111361,ENSMUSG00000029388,Eif2b1,Q99LC8,EIF2B1,Q14232
ENSG00000111364,ENSMUSG00000029389,Ddx55,Q6ZPL9,DDX55,Q8NHQ9
ENSG00000111371,ENSMUSG00000023169,Slc38a1,Q8K2P7,SLC38A1,Q9H2H9
ENSG00000111405,ENSMUSG00000022468,Endou,Q3V188,ENDOU,P21128
ENSG00000111412,ENSMUSG00000032840,Spring1,Q8BTG6,SPRING1,Q9H741
ENSG00000111424,ENSMUSG00000022479,Vdr,P48281,VDR,P11473
ENSG00000111432,ENSMUSG00000081683,Fzd10,Q8BKG4,FZD10,Q9ULW2
ENSG00000111445,ENSMUSG00000029363,Rfc5,Q9D0F6,RFC5,P40937
ENSG00000111452,ENSMUSG00000044017,Adgrd1,Q80T32,ADGRD1,Q6QNK2
ENSG00000111481,ENSMUSG00000060992,Copz1,P61924,COPZ1,P61923
ENSG00000111490,ENSMUSG00000052302,Tbc1d30,Q69ZT9,TBC1D30,Q9Y2I9
ENSG00000111530,ENSMUSG00000020114,Cand1,Q6ZQ38,CAND1,Q86VP6
ENSG00000111537,ENSMUSG00000055170,Ifng,P01580,IFNG,P01579
ENSG00000111540,ENSMUSG00000000711,Rab5b,P61021,RAB5B,P61020
ENSG00000111554,ENSMUSG00000020212,Mdm1,Q9D067,MDM1,Q8TC05
ENSG00000111581,ENSMUSG00000052798,Nup107,Q8BH74,NUP107,P57740
ENSG00000111596,ENSMUSG00000020166,Cnot2,Q8C5L3,CNOT2,Q9NZN8
ENSG00000111602,ENSMUSG00000039994,Timeless,Q9R1X4,TIMELESS,Q9UNS1
ENSG00000111605,ENSMUSG00000055531,Cpsf6,Q6NVF9,CPSF6,Q16630
ENSG00000111615,ENSMUSG00000063334,Krr1,Q8BGA5,KRR1,Q13601
ENSG00000111639,ENSMUSG00000030335,Mrpl51,Q9CPY1,MRPL51,Q4U2R6
ENSG00000111640,ENSMUSG00000057666,Gapdh,P16858,GAPDH,P04406
ENSG00000111642,ENSMUSG00000063870,Chd4,Q6PDQ2,CHD4,Q14839
ENSG00000111644,ENSMUSG00000072770,Acrbp,Q3V140,ACRBP,Q8NEB7
ENSG00000111647,ENSMUSG00000019951,Bltp3b,A2RSJ4,BLTP3B,A0JNW5
ENSG00000111652,ENSMUSG00000030127,Cops7a,Q9CZ04,COPS7A,Q9UBW8
ENSG00000111653,ENSMUSG00000030330,Ing4,Q8C0D7,ING4,Q9UNL4
ENSG00000111664,ENSMUSG00000023439,Gnb3,Q61011,GNB3,P16520
ENSG00000111665,ENSMUSG00000023505,Cdca3,Q99M54,CDCA3,Q99618
ENSG00000111666,ENSMUSG00000060002,Chpt1,Q8C025,CHPT1,Q8WUD6
ENSG00000111667,ENSMUSG00000038429,Usp5,P56399,USP5,P45974
ENSG00000111669,ENSMUSG00000023456,Tpi1,P17751,TPI1,P60174
ENSG00000111670,ENSMUSG00000035311,Gnptab,Q69ZN6,GNPTAB,Q3T906
ENSG00000111671,ENSMUSG00000038451,Spsb2,O88838,SPSB2,Q99619
ENSG00000111674,ENSMUSG00000004267,Eno2,P17183,ENO2,P09104
ENSG00000111676,ENSMUSG00000004263,Atn1,O35126,ATN1,P54259
ENSG00000111678,ENSMUSG00000072772,Grcc10,O35127,C12orf57,Q99622
ENSG00000111679,ENSMUSG00000004266,Ptpn6,P29351,PTPN6,P29350
ENSG00000111684,ENSMUSG00000004270,Lpcat3,Q91V01,LPCAT3,Q6P1A2
ENSG00000111696,ENSMUSG00000054027,Nt5dc3,Q3UHB1,NT5DC3,Q86UY8
ENSG00000111700,ENSMUSG00000030236,Slco1b2,Q9JJL3,SLCO1B3,Q9NPD5
ENSG00000111701,ENSMUSG00000040613,Apobec1,P51908,APOBEC1,P41238
ENSG00000111704,ENSMUSG00000012396,Nanog,Q80Z64,NANOG,Q9H9S0
ENSG00000111707,ENSMUSG00000066900,Suds3,Q8BR65,SUDS3,Q9H7L9
ENSG00000111711,ENSMUSG00000030245,Golt1b,Q9CR60,GOLT1B,Q9Y3E0
ENSG00000111713,ENSMUSG00000030244,Gys2,Q8VCB3,GYS2,P54840
ENSG00000111716,ENSMUSG00000030246,Ldhb,P16125,LDHB,P07195
ENSG00000111725,ENSMUSG00000029513,Prkab1,Q9R078,PRKAB1,Q9Y478
ENSG00000111727,ENSMUSG00000020246,Hcfc2,Q9D968,HCFC2,Q9Y5Z7
ENSG00000111728,ENSMUSG00000030283,St8sia1,Q64687,ST8SIA1,Q92185
ENSG00000111731,ENSMUSG00000030279,C2cd5,Q7TPS5,C2CD5,Q86YS7
ENSG00000111732,ENSMUSG00000040627,Aicda,Q9WVE0,AICDA,Q9GZX7
ENSG00000111737,ENSMUSG00000029518,Rab35,Q6PHN9,RAB35,Q15286
ENSG00000111752,ENSMUSG00000040669,Phc1,Q64028,PHC1,P78364
ENSG00000111775,ENSMUSG00000041697,Cox6a1,P43024,COX6A1,P12074
ENSG00000111783,ENSMUSG00000020037,Rfx4,Q7TNK1,RFX4,Q33E94
ENSG00000111785,ENSMUSG00000035620,Ric8b,Q80XE1,RIC8B,Q9NVN3
ENSG00000111786,ENSMUSG00000029538,Srsf9,Q9D0B0,SRSF9,Q13242
